password,length,has_lower,has_upper,has_digit,has_symbol,unique_ratio,longest_run,has_year_like,has_common_word,has_keyboard_walk,has_sequential_digits,entropy_bits,strength_score,label
Ahmed2015,9,1,1,1,0,1.0,1,1,0,0,0,53.588,43.588,Medium
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
Omar1999,8,1,1,1,0,0.75,3,1,0,0,0,47.634,31.634,Weak
tAKTYSWUyA9,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
Omar19911,9,1,1,1,0,0.6667,2,1,0,0,0,53.588,43.588,Medium
9hlMP3FN3kF,11,1,1,1,0,0.8182,1,0,0,0,0,65.496,65.496,Medium
Sara1996!,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
football6086,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
123456782198,12,0,0,1,0,0.75,1,0,1,1,1,39.863,5.863,Weak
@jKxg:C8tSt}^{juF4-,19,1,1,1,1,0.8947,1,0,0,0,0,124.537,124.537,Strong
adam1990@,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
letmein8010,11,1,0,1,0,0.8182,1,0,1,0,0,56.869,38.869,Medium
"ub6;RMW3,cqI!mNpOS@",19,1,1,1,1,1.0,1,0,0,0,0,124.537,124.537,Strong
iloveyou2586,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
pAMj78L1E9dt,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
lina2024,8,1,0,1,0,0.875,1,1,0,0,0,41.359,31.359,Weak
adam1991,8,1,0,1,0,0.625,2,1,0,0,0,41.359,31.359,Weak
ZMOPdGOlc9xJ,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
Maya2015!,9,1,1,1,1,0.8889,1,1,0,0,0,58.991,48.991,Medium
".JfzD+z]hc,pDBW*5cYh",20,1,1,1,1,0.8,1,0,0,0,0,131.092,131.092,Strong
UPFFEA00,8,0,1,1,0,0.75,2,0,0,0,0,41.359,41.359,Medium
YhcI0IqVwm,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
$h)Z5GTye|SXh,13,1,1,1,1,0.9231,1,0,0,0,0,85.21,85.21,Strong
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
wIER!LeFCMZ%=KTx4,17,1,1,1,1,1.0,1,0,0,0,0,111.428,111.428,Strong
123456787866,12,0,0,1,0,0.6667,2,0,1,1,1,39.863,5.863,Weak
abc1232882,10,1,0,1,0,0.7,2,0,1,0,0,51.699,33.699,Weak
zXY0FSah,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
letmein4997,11,1,0,1,0,0.8182,2,0,1,0,0,56.869,38.869,Medium
Ahmed2018!,10,1,1,1,1,1.0,1,1,0,0,0,65.546,55.546,Medium
Ahmed1991#,10,1,1,1,1,0.8,2,1,0,0,0,65.546,55.546,Medium
Sara200512,10,1,1,1,0,0.7,2,1,0,0,0,59.542,49.542,Medium
&ztW_Miw|/TGv#nxO5(},20,1,1,1,1,1.0,1,0,0,0,0,131.092,131.092,Strong
Sara1990!,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
monkey8493,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
l9Spl91vUPl,11,1,1,1,0,0.7273,1,0,0,0,0,65.496,65.496,Medium
Sara20051,9,1,1,1,0,0.7778,2,1,0,0,0,53.588,43.588,Medium
ahmed2008#,10,1,0,1,1,0.9,2,1,0,0,0,60.875,50.875,Medium
q33TGthDL,9,1,1,1,0,0.8889,2,0,0,0,0,53.588,53.588,Medium
Adam2003123,11,1,1,1,0,0.7273,2,1,0,0,0,65.496,55.496,Medium
xKvRj5PqlLP1C{,14,1,1,1,1,0.9286,1,0,0,0,0,91.764,91.764,Strong
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
R9Qn80Em81,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
password2675,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
.|aB9|2z8(]Y,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
=*QZ$FDMSd,10,1,1,0,1,1.0,1,0,0,0,0,63.923,63.923,Medium
password3143,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
6Y?O?0y|Jz^Z,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
_1v}?e}gzVu47_/Wi2s,19,1,1,1,1,0.8947,1,0,0,0,0,124.537,124.537,Strong
ByjT55jg,8,1,1,1,0,0.75,2,0,0,0,0,47.634,47.634,Medium
00;n!gy8ovQ3*;K{.@/&,20,1,1,1,1,0.9,2,0,0,0,0,131.092,131.092,Strong
vCmnte2mL2,10,1,1,1,0,0.8,1,0,0,0,0,59.542,59.542,Medium
@y8y=jw5V,9,1,1,1,1,0.8889,1,0,0,0,0,58.991,58.991,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
noor2018@,9,1,0,1,1,0.8889,2,1,0,0,0,54.787,44.787,Medium
OPs9L7Ujv8g,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
Zpg9#!s7N$,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
Noor19941,9,1,1,1,0,0.6667,2,1,0,0,0,53.588,43.588,Medium
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
Lina2007,8,1,1,1,0,0.875,2,1,0,0,0,47.634,37.634,Medium
welcome4477,11,1,0,1,0,0.7273,2,0,1,0,0,56.869,38.869,Medium
ahmed2024,9,1,0,1,0,0.8889,1,1,0,0,0,46.529,36.529,Medium
"jB[?7cu$IB,ux:kkz!o",19,1,1,1,1,0.8421,2,0,0,0,0,124.537,124.537,Strong
U#^j8NJuRM,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
WvNmIU6HZ4,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
",Eolni(]t$%ZV%.@l0",18,1,1,1,1,0.8889,1,0,0,0,0,117.983,117.983,Strong
7K9Jubgpj,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
DK4CEQdgK0LR,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
admin8141,9,1,0,1,0,0.8889,1,0,1,0,0,46.529,28.529,Weak
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
&zNpR^Jrmga_h+aR4,17,1,1,1,1,0.8824,1,0,0,0,0,111.428,111.428,Strong
g4Dvg0SvW5ge,12,1,1,1,0,0.75,1,0,0,0,0,71.45,71.45,Strong
?v:Pmx5Lx:*b|l,14,1,1,1,1,0.8571,1,0,0,0,0,91.764,91.764,Strong
"}xaa9TTl23QAz*/,-z",18,1,1,1,1,0.8333,2,0,0,0,0,117.983,117.983,Strong
qbSiQy7iLw,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
KYX6Pod%TN,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
admin4445,9,1,0,1,0,0.7778,3,0,1,0,0,46.529,22.529,Weak
YF:Vi7-1DlOcEB=l,16,1,1,1,1,0.9375,1,0,0,0,0,104.873,104.873,Strong
ahmed199812,11,1,0,1,0,0.8182,2,1,0,0,0,56.869,46.869,Medium
Lina2012123,11,1,1,1,0,0.7273,1,1,0,0,0,65.496,55.496,Medium
pkv86$j2_j4!|oM5,16,1,1,1,1,0.9375,1,0,0,0,0,104.873,104.873,Strong
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
gFItcpZp,8,1,1,0,0,0.875,1,0,0,0,0,45.604,45.604,Medium
mohamed2026#,12,1,0,1,1,0.8333,1,1,0,0,0,73.05,63.05,Medium
5V@B6@#gv=9,11,1,1,1,1,0.9091,1,0,0,0,0,72.1,72.1,Strong
sara2019123,11,1,0,1,0,0.7273,1,1,0,0,0,56.869,46.869,Medium
"jbkV.,%Bz/:{ib4",15,1,1,1,1,0.9333,1,0,0,0,0,98.319,98.319,Strong
password7068,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
lina2019123,11,1,0,1,0,0.8182,1,1,0,0,0,56.869,46.869,Medium
oeg0rb7R6nAc,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
iloveyou0393,12,1,0,1,0,0.8333,1,0,1,0,0,62.039,44.039,Medium
letmein365,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
"k8,g3jPV2_&nTD",14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
QDiNxakE,8,1,1,0,0,1.0,1,0,0,0,0,45.604,45.604,Medium
Q7*7R3a|q$V.z!,14,1,1,1,1,0.9286,1,0,0,0,0,91.764,91.764,Strong
Lina1995123,11,1,1,1,0,0.8182,2,1,0,0,0,65.496,55.496,Medium
?:gEu4np}h$x[Imt]W5,19,1,1,1,1,1.0,1,0,0,0,0,124.537,124.537,Strong
Mohamed2016,11,1,1,1,0,1.0,1,1,0,0,0,65.496,55.496,Medium
1234561948,10,0,0,1,0,0.8,1,1,1,1,1,33.219,0.0,Weak
"PL&jOA?4,k{yihfw",16,1,1,1,1,1.0,1,0,0,0,0,104.873,104.873,Strong
BLItU11MD*eM,12,1,1,1,1,0.8333,2,0,0,0,0,78.655,78.655,Strong
BrLhjcwAO,9,1,1,0,0,1.0,1,0,0,0,0,51.304,51.304,Medium
Omar2005#,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
BZMoQoGdRK,10,1,1,0,0,0.9,1,0,0,0,0,57.004,57.004,Medium
Maya2008@,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
monkey4639,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
pLqfGUuM,8,1,1,0,0,1.0,1,0,0,0,0,45.604,45.604,Medium
s4gadUBLHY,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
z9]7t+gZMA}vBxSEQ2#U,20,1,1,1,1,1.0,1,0,0,0,0,131.092,131.092,Strong
lDYm4(hyYEia5$pQb,17,1,1,1,1,0.9412,1,0,0,0,0,111.428,111.428,Strong
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
z8D2nH6qU,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
IBT*6Dm8I7BO,12,1,1,1,1,0.8333,1,0,0,0,0,78.655,78.655,Strong
6XK5L$s%f,9,1,1,1,1,1.0,1,0,0,0,0,58.991,58.991,Medium
PCyIVD0HE,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
Noor2012,8,1,1,1,0,0.75,2,1,0,0,0,47.634,37.634,Medium
monkey2353,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
=oU#Te*FJ3stfMk,15,1,1,1,1,1.0,1,0,0,0,0,98.319,98.319,Strong
=+.9HI(w[SmPThy=9@{,19,1,1,1,1,0.8947,1,0,0,0,0,124.537,124.537,Strong
OIfeU9c7kZ7,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
1234568705,10,0,0,1,0,0.9,1,0,1,1,1,33.219,0.0,Weak
Y!er3Uj5i,9,1,1,1,1,1.0,1,0,0,0,0,58.991,58.991,Medium
hugb49Up#I:ZUzxyX|,18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
Ws8_S!$Ar,9,1,1,1,1,1.0,1,0,0,0,0,58.991,58.991,Medium
nwJ4hOhqk,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
mSBkO7^$0$N=,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
qwerty3771,10,1,0,1,0,0.9,2,0,1,1,0,51.699,25.699,Weak
",6IWls,B4QLt*eMlZ=V@",20,1,1,1,1,0.9,1,0,0,0,0,131.092,131.092,Strong
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
Y4J++&2yiC,10,1,1,1,1,0.9,2,0,0,0,0,65.546,65.546,Medium
lina20221,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
Sara2004,8,1,1,1,0,0.75,2,1,0,0,0,47.634,37.634,Medium
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
_WD+IvhpZB^,11,1,1,0,1,1.0,1,0,0,0,0,70.315,70.315,Strong
6JuQLT6u%V}Vx,13,1,1,1,1,0.7692,1,0,0,0,0,85.21,85.21,Strong
iloveyou9773,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
xJF6Hdwo,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
sbIIq&$ImF;45hqW2m,18,1,1,1,1,0.7778,2,0,0,0,0,117.983,117.983,Strong
_)d52ns4#w^lr2e#[0H,19,1,1,1,1,0.8947,1,0,0,0,0,124.537,124.537,Strong
oLJUoWwi7,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
cBt@i$x3(WAJ8,13,1,1,1,1,1.0,1,0,0,0,0,85.21,85.21,Strong
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
123456212,9,0,0,1,0,0.6667,1,0,1,1,1,29.897,0.0,Weak
YWgKAb?&Ta)50%fmY,17,1,1,1,1,0.9412,1,0,0,0,0,111.428,111.428,Strong
6Mj-bBECD8,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
Gdjy4cLMQ,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
w93rVIDQtnUL,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
s1mWh:kQs]Te{-/1,16,1,1,1,1,0.875,1,0,0,0,0,104.873,104.873,Strong
123456785527,12,0,0,1,0,0.6667,2,0,1,1,1,39.863,5.863,Weak
qwerty5032,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
aJsUEVL/VWOi^06ttYZ,19,1,1,1,1,0.8947,2,0,0,0,0,124.537,124.537,Strong
JP91rfwVlR{:vW8-Ka,18,1,1,1,1,1.0,1,0,0,0,0,117.983,117.983,Strong
iloveyou1651,12,1,0,1,0,0.8333,1,0,1,0,0,62.039,44.039,Medium
Mohamed2008!,12,1,1,1,1,0.9167,2,1,0,0,0,78.655,68.655,Medium
admin1461,9,1,0,1,0,0.8889,1,0,1,0,0,46.529,28.529,Weak
Mohamed2021#,12,1,1,1,1,0.9167,1,1,0,0,0,78.655,68.655,Medium
abc1237047,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
Mohamed2002#,12,1,1,1,1,0.8333,2,1,0,0,0,78.655,68.655,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
adam2013@,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
quUcboE:;&IQJKNolUH7,20,1,1,1,1,0.9,1,0,0,0,0,131.092,131.092,Strong
t_bvqhJ=x;/8z@b,15,1,1,1,1,0.9333,1,0,0,0,0,98.319,98.319,Strong
j#y7+adD,8,1,1,1,1,1.0,1,0,0,0,0,52.437,52.437,Medium
L-wgsKq9uv,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
Adam202412,10,1,1,1,0,0.8,1,1,0,0,0,59.542,49.542,Medium
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
omar20161,9,1,0,1,0,0.8889,1,1,0,0,0,46.529,36.529,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Noor20251,9,1,1,1,0,0.7778,2,1,0,0,0,53.588,43.588,Medium
monkey3189,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
YPZuk57bhEb,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
1234561982,10,0,0,1,0,0.8,1,1,1,1,1,33.219,0.0,Weak
lina199412,10,1,0,1,0,0.8,2,1,0,0,0,51.699,41.699,Medium
2_Dae!e40;Pwnq5qHOx,19,1,1,1,1,0.8947,1,0,0,0,0,124.537,124.537,Strong
40XMkRheqAo0,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
kmP2ZV0We,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
123456788004,12,0,0,1,0,0.75,2,0,1,1,1,39.863,5.863,Weak
?Oy)#{kM(kYH+5HG!UvP,20,1,1,1,1,0.9,1,0,0,0,0,131.092,131.092,Strong
abc1238010,10,1,0,1,0,0.8,1,0,1,0,0,51.699,33.699,Weak
Maya2006@,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
Ahmed2006@,10,1,1,1,1,0.9,2,1,0,0,0,65.546,55.546,Medium
omar20011,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
qwerty1994,10,1,0,1,0,0.9,2,1,1,1,0,51.699,15.699,Weak
qT@ZMK2YV{&Ky2H{-rj,19,1,1,1,1,0.8421,1,0,0,0,0,124.537,124.537,Strong
bT=ibWUWHaYQ!M6b,16,1,1,1,1,0.8125,1,0,0,0,0,104.873,104.873,Strong
dxraDx@C-f)c9,13,1,1,1,1,0.9231,1,0,0,0,0,85.21,85.21,Strong
ULfyyQ_#kkx1,12,1,1,1,1,0.8333,2,0,0,0,0,78.655,78.655,Strong
password7954,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
%3wShjgojp(cR%G%/I,18,1,1,1,1,0.8333,1,0,0,0,0,117.983,117.983,Strong
F2e}jSHe$8YCI?{9,16,1,1,1,1,0.9375,1,0,0,0,0,104.873,104.873,Strong
SEywdiwqiNv,11,1,1,0,0,0.8182,1,0,0,0,0,62.705,62.705,Medium
iloveyou2752,12,1,0,1,0,0.8333,1,0,1,0,0,62.039,44.039,Medium
Mohamed2023,11,1,1,1,0,0.9091,1,1,0,0,0,65.496,55.496,Medium
Noor2014,8,1,1,1,0,0.875,2,1,0,0,0,47.634,37.634,Medium
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
password8162,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
dragon2055,10,1,0,1,0,0.9,2,1,1,0,0,51.699,23.699,Weak
"*%JEfd/oj,WMY[RZ6f&",19,1,1,1,1,0.9474,1,0,0,0,0,124.537,124.537,Strong
admin2130,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
Mohamed2011#,12,1,1,1,1,0.9167,2,1,0,0,0,78.655,68.655,Medium
Lina2015!,9,1,1,1,1,1.0,1,1,0,0,0,58.991,48.991,Medium
RAXEkDQz6i,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
pAHA*ZFc,8,1,1,0,1,0.875,1,0,0,0,0,51.139,51.139,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Noor2025123,11,1,1,1,0,0.7273,2,1,0,0,0,65.496,55.496,Medium
dragon5654,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
Ahmed1990,9,1,1,1,0,0.8889,2,1,0,0,0,53.588,43.588,Medium
G4^hI6l9nGz,11,1,1,1,1,0.9091,1,0,0,0,0,72.1,72.1,Strong
123456600,9,0,0,1,0,0.7778,2,0,1,1,1,29.897,0.0,Weak
6BlBzPmpa1,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
maya2009!,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
NGq1KGdnva,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
"]vwv4E!rfveF,x",14,1,1,1,1,0.8571,1,0,0,0,0,91.764,91.764,Strong
Adam1991123,11,1,1,1,0,0.7273,2,1,0,0,0,65.496,55.496,Medium
Lina2011#,9,1,1,1,1,0.8889,2,1,0,0,0,58.991,48.991,Medium
password0856,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
1234568971,10,0,0,1,0,0.9,1,0,1,1,1,33.219,0.0,Weak
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
admin9194,9,1,0,1,0,0.8889,1,0,1,0,0,46.529,28.529,Weak
adam1992@,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
monkey1491,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
MAfhWhx7lw0,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
rBq+lU6rS8VS,12,1,1,1,1,0.8333,1,0,0,0,0,78.655,78.655,Strong
abc1233600,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
tmQyvz6qHuxi,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
mohamed200112,13,1,0,1,0,0.6923,2,1,0,0,0,67.209,57.209,Medium
pWMrJ48FV,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
Maya20181,9,1,1,1,0,0.7778,1,1,0,0,0,53.588,43.588,Medium
welcome42,9,1,0,1,0,0.8889,1,0,1,0,0,46.529,28.529,Weak
Mohamed2016,11,1,1,1,0,1.0,1,1,0,0,0,65.496,55.496,Medium
Lina2000@,9,1,1,1,1,0.7778,3,1,0,0,0,58.991,42.991,Medium
Omar200212,10,1,1,1,0,0.7,2,1,0,0,0,59.542,49.542,Medium
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
LZn6K2fzi,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
qwerty3076,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
ahmed199712,11,1,0,1,0,0.8182,2,1,0,0,0,56.869,46.869,Medium
Maya20021,9,1,1,1,0,0.6667,2,1,0,0,0,53.588,43.588,Medium
CrT1S11nnI,10,1,1,1,0,0.7,2,0,0,0,0,59.542,59.542,Medium
noor2001!,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
BUty)+TMOXt5,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
Maya2013!,9,1,1,1,1,0.8889,1,1,0,0,0,58.991,48.991,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
letmein3820,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
"Rb})u,&VZvjA5l_|",16,1,1,1,1,1.0,1,0,0,0,0,104.873,104.873,Strong
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
kZz3y8_qT!E,11,1,1,1,1,1.0,1,0,0,0,0,72.1,72.1,Strong
Ahmed1991#,10,1,1,1,1,0.8,2,1,0,0,0,65.546,55.546,Medium
l11DDP?lLZfFY}w6^8,18,1,1,1,1,0.8333,2,0,0,0,0,117.983,117.983,Strong
Noor20131,9,1,1,1,0,0.7778,2,1,0,0,0,53.588,43.588,Medium
8#rVbNU&QfJ,11,1,1,1,1,1.0,1,0,0,0,0,72.1,72.1,Strong
NFit78hjU6g3,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
monkey516,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
monkey6480,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
Omar2003123,11,1,1,1,0,0.7273,2,1,0,0,0,65.496,55.496,Medium
omar2015123,11,1,0,1,0,0.8182,1,1,0,0,0,56.869,46.869,Medium
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Adam2014123,11,1,1,1,0,0.8182,1,1,0,0,0,65.496,55.496,Medium
9pnzK1FeIWIt]#S,15,1,1,1,1,0.9333,1,0,0,0,0,98.319,98.319,Strong
lina2025@,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
RnrbkgvNa,9,1,1,0,0,1.0,1,0,0,0,0,51.304,51.304,Medium
password8027,12,1,0,1,0,0.9167,2,0,1,0,0,62.039,44.039,Medium
Lina200212,10,1,1,1,0,0.7,2,1,0,0,0,59.542,49.542,Medium
ahmed2006@,10,1,0,1,1,0.9,2,1,0,0,0,60.875,50.875,Medium
noor2010123,11,1,0,1,0,0.6364,2,1,0,0,1,56.869,38.869,Medium
12345678842,11,0,0,1,0,0.7273,2,0,1,1,1,36.541,2.541,Weak
lina2023!,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
welcome9763,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
ySrrC2wYMIbH,12,1,1,1,0,0.9167,2,0,0,0,0,71.45,71.45,Strong
Noor1996@,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
DpF9TkCo#Mx,11,1,1,1,1,1.0,1,0,0,0,0,72.1,72.1,Strong
CIsOdeu5l7N,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
nVDfF5DtJu4,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
Sara2025,8,1,1,1,0,0.75,1,1,0,0,0,47.634,37.634,Medium
cS40Be9lMu,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
qwerty4895,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Noor1995@,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
pCrAlsDc19,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
qwerty5420,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
football9617,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
T7kTNcXcVQ,10,1,1,1,0,0.8,1,0,0,0,0,59.542,59.542,Medium
abc1233069,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
Mohamed202212,13,1,1,1,0,0.7692,2,1,0,0,0,77.405,67.405,Medium
1234566092,10,0,0,1,0,0.8,2,0,1,1,1,33.219,0.0,Weak
8WwCwv6UgM,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
Mohamed1990,11,1,1,1,0,0.9091,2,1,0,0,0,65.496,55.496,Medium
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
Sara20081,9,1,1,1,0,0.7778,2,1,0,0,0,53.588,43.588,Medium
